Source,Accession,Length,N_Records_With_This_Sequence,Gene_Qualifier,Gene_Check,Best_Match,Best_Identity_Pct,Intended_Ref,Intended_Identity_Pct,Panel_Scores,Accepted,Reason,Description
HIV_Env,URX38537.1,126,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(126 not in 820-900),"URX38537.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,UMQ73518.1,877,1,,ABSENT,P04578,71.14,P04578,71.14,P04578:71.1%,True,ACCEPTED,UMQ73518.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,UMQ71839.1,869,1,,ABSENT,P04578,72.55,P04578,72.55,P04578:72.5%,True,ACCEPTED,UMQ71839.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,UMQ69965.1,859,1,,ABSENT,P04578,72.43,P04578,72.43,P04578:72.4%,True,ACCEPTED,UMQ69965.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,UMQ74147.1,856,1,,ABSENT,P04578,73.25,P04578,73.25,P04578:73.2%,True,ACCEPTED,UMQ74147.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,UMQ73355.1,860,1,,ABSENT,P04578,71.96,P04578,71.96,P04578:72.0%,True,ACCEPTED,UMQ73355.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,UMQ73151.1,847,1,,ABSENT,P04578,73.08,P04578,73.08,P04578:73.1%,True,ACCEPTED,UMQ73151.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,UMQ72950.1,847,1,,ABSENT,P04578,73.79,P04578,73.79,P04578:73.8%,True,ACCEPTED,UMQ72950.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,UMQ72752.1,849,1,,ABSENT,P04578,73.85,P04578,73.85,P04578:73.9%,True,ACCEPTED,UMQ72752.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,UMQ72542.1,870,1,,ABSENT,P04578,72.2,P04578,72.2,P04578:72.2%,True,ACCEPTED,UMQ72542.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,UMQ72343.1,884,1,,ABSENT,P04578,72.2,P04578,72.2,P04578:72.2%,True,ACCEPTED,UMQ72343.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,UMQ72145.1,862,1,,ABSENT,P04578,71.14,P04578,71.14,P04578:71.1%,True,ACCEPTED,UMQ72145.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,UMQ71858.1,852,1,,ABSENT,P04578,72.42,P04578,72.42,P04578:72.4%,True,ACCEPTED,UMQ71858.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,UMQ71610.1,865,1,,ABSENT,P04578,73.83,P04578,73.83,P04578:73.8%,True,ACCEPTED,UMQ71610.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,UMQ71371.1,856,1,,ABSENT,P04578,73.01,P04578,73.01,P04578:73.0%,True,ACCEPTED,UMQ71371.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,UMQ71037.1,846,1,,ABSENT,P04578,72.58,P04578,72.58,P04578:72.6%,True,ACCEPTED,UMQ71037.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,UMQ70433.1,860,1,,ABSENT,P04578,73.01,P04578,73.01,P04578:73.0%,True,ACCEPTED,UMQ70433.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,UMQ70227.1,848,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UMQ70227.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,UMQ70029.1,863,1,,ABSENT,P04578,72.2,P04578,72.2,P04578:72.2%,True,ACCEPTED,UMQ70029.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,UMQ69626.1,849,1,,ABSENT,P04578,73.38,P04578,73.38,P04578:73.4%,True,ACCEPTED,UMQ69626.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,AWY93766.1,504,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(504 not in 820-900),"AWY93766.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,AWY93718.1,504,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(504 not in 820-900),"AWY93718.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,AWY93505.1,503,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(503 not in 820-900),"AWY93505.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,AWY93456.1,497,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(497 not in 820-900),"AWY93456.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,AWY93408.1,505,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(505 not in 820-900),"AWY93408.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,AWY93360.1,507,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(507 not in 820-900),"AWY93360.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,AWY93312.1,514,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(514 not in 820-900),"AWY93312.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,AWY93264.1,511,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(511 not in 820-900),"AWY93264.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,AWY93216.1,501,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(501 not in 820-900),"AWY93216.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,AWY93168.1,499,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(499 not in 820-900),"AWY93168.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,AWY93120.1,499,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(499 not in 820-900),"AWY93120.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,UBW88425.1,862,1,,ABSENT,P04578,73.13,P04578,73.13,P04578:73.1%,True,ACCEPTED,"UBW88425.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,UBW88254.1,875,1,,ABSENT,P04578,72.9,P04578,72.9,P04578:72.9%,True,ACCEPTED,"UBW88254.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,UBW88050.1,848,1,,ABSENT,P04578,71.82,P04578,71.82,P04578:71.8%,True,ACCEPTED,"UBW88050.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,UBW87851.1,861,1,,ABSENT,P04578,71.26,P04578,71.26,P04578:71.3%,True,ACCEPTED,"UBW87851.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,UBW87652.1,872,1,,ABSENT,P04578,72.31,P04578,72.31,P04578:72.3%,True,ACCEPTED,"UBW87652.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,UBW87448.1,858,1,,ABSENT,P04578,72.9,P04578,72.9,P04578:72.9%,True,ACCEPTED,"UBW87448.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,UBW87235.1,861,1,,ABSENT,P04578,72.2,P04578,72.2,P04578:72.2%,True,ACCEPTED,"UBW87235.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,UBW87031.1,848,1,,ABSENT,P04578,72.41,P04578,72.41,P04578:72.4%,True,ACCEPTED,"UBW87031.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,UBW86827.1,856,1,,ABSENT,P04578,74.18,P04578,74.18,P04578:74.2%,True,ACCEPTED,"UBW86827.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,UBW86608.1,861,1,,ABSENT,P04578,72.31,P04578,72.31,P04578:72.3%,True,ACCEPTED,"UBW86608.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,UBW86407.1,856,1,,ABSENT,P04578,71.73,P04578,71.73,P04578:71.7%,True,ACCEPTED,"UBW86407.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,UBW86213.1,861,1,,ABSENT,P04578,74.77,P04578,74.77,P04578:74.8%,True,ACCEPTED,"UBW86213.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,UBW86006.1,858,1,,ABSENT,P04578,72.9,P04578,72.9,P04578:72.9%,True,ACCEPTED,"UBW86006.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,UBW85812.1,857,1,,ABSENT,P04578,72.2,P04578,72.2,P04578:72.2%,True,ACCEPTED,"UBW85812.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,UBW85602.1,858,1,,ABSENT,P04578,72.08,P04578,72.08,P04578:72.1%,True,ACCEPTED,"UBW85602.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,UBW85402.1,855,1,,ABSENT,P04578,70.88,P04578,70.88,P04578:70.9%,True,ACCEPTED,"UBW85402.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,UBW85202.1,858,1,,ABSENT,P04578,70.91,P04578,70.91,P04578:70.9%,True,ACCEPTED,"UBW85202.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,UBW85007.1,855,1,,ABSENT,P04578,73.57,P04578,73.57,P04578:73.6%,True,ACCEPTED,"UBW85007.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,UBW84812.1,860,1,,ABSENT,P04578,72.31,P04578,72.31,P04578:72.3%,True,ACCEPTED,"UBW84812.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,UBW84599.1,859,1,,ABSENT,P04578,71.5,P04578,71.5,P04578:71.5%,True,ACCEPTED,"UBW84599.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,UBW84401.1,852,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"UBW84401.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,UBW84200.1,846,1,,ABSENT,P04578,73.17,P04578,73.17,P04578:73.2%,True,ACCEPTED,"UBW84200.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,UBW84003.1,871,1,,ABSENT,P04578,73.36,P04578,73.36,P04578:73.4%,True,ACCEPTED,"UBW84003.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,UBW83837.1,841,1,,ABSENT,P04578,73.13,P04578,73.13,P04578:73.1%,True,ACCEPTED,"UBW83837.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,UBW83642.1,860,1,,ABSENT,P04578,73.25,P04578,73.25,P04578:73.2%,True,ACCEPTED,"UBW83642.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,UBW83425.1,858,1,,ABSENT,P04578,70.56,P04578,70.56,P04578:70.6%,True,ACCEPTED,"UBW83425.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,UBW83233.1,854,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"UBW83233.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,UBW83035.1,856,1,,ABSENT,P04578,73.25,P04578,73.25,P04578:73.2%,True,ACCEPTED,"UBW83035.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,UBW82834.1,853,1,,ABSENT,P04578,71.04,P04578,71.04,P04578:71.0%,True,ACCEPTED,"UBW82834.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,UBW82632.1,844,1,,ABSENT,P04578,73.1,P04578,73.1,P04578:73.1%,True,ACCEPTED,"UBW82632.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,UBW82422.1,878,1,,ABSENT,P04578,72.31,P04578,72.31,P04578:72.3%,True,ACCEPTED,"UBW82422.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,QLC28856.1,853,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),QLC28856.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,QRX75318.1,864,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),QRX75318.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,QRC49169.1,852,1,,ABSENT,P04578,76.06,P04578,76.06,P04578:76.1%,True,ACCEPTED,QRC49169.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,QRC48754.1,859,1,,ABSENT,P04578,73.36,P04578,73.36,P04578:73.4%,True,ACCEPTED,QRC48754.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,QRC48370.1,854,1,,ABSENT,P04578,72.48,P04578,72.48,P04578:72.5%,True,ACCEPTED,QRC48370.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,QKI36193.1,126,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(126 not in 820-900),"QKI36193.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,QKI36388.1,126,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(126 not in 820-900),"QKI36388.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,AVA00059.1,850,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),AVA00059.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,ABV72722.1,119,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(BX),"ABV72722.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,ABS89854.1,344,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(344 not in 820-900),"ABS89854.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,ABS89806.1,341,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(341 not in 820-900),"ABS89806.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,ABS89758.1,336,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(336 not in 820-900),"ABS89758.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,ABS89710.1,337,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(337 not in 820-900),"ABS89710.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,ABS89662.1,344,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(344 not in 820-900),"ABS89662.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,ABS89614.1,336,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(336 not in 820-900),"ABS89614.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,ABS89565.1,334,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(334 not in 820-900),"ABS89565.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,AGA14302.1,195,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(BJX),"AGA14302.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,QIX07163.1,848,1,,ABSENT,P04578,73.82,P04578,73.82,P04578:73.8%,True,ACCEPTED,QIX07163.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,QIX06691.1,867,1,,ABSENT,P04578,71.38,P04578,71.38,P04578:71.4%,True,ACCEPTED,QIX06691.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,QIX06234.1,858,1,,ABSENT,P04578,71.26,P04578,71.26,P04578:71.3%,True,ACCEPTED,QIX06234.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,QIX05989.1,868,1,,ABSENT,P04578,72.43,P04578,72.43,P04578:72.4%,True,ACCEPTED,QIX05989.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,QIX05748.1,867,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),QIX05748.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,QIX05460.1,865,1,,ABSENT,P04578,70.79,P04578,70.79,P04578:70.8%,True,ACCEPTED,QIX05460.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,QBQ20211.1,198,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(198 not in 820-900),"QBQ20211.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,QBQ20114.1,198,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(198 not in 820-900),"QBQ20114.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,QBQ20018.1,209,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(209 not in 820-900),"QBQ20018.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,QBQ19917.1,202,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(202 not in 820-900),"QBQ19917.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,QBQ19820.1,198,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"QBQ19820.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,QBQ19722.1,200,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(200 not in 820-900),"QBQ19722.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,QBQ19623.1,200,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(200 not in 820-900),"QBQ19623.1 envelope glycoprotein, partial [Human immunodeficiency virus 1]"
HIV_Env,QID00814.1,854,1,,ABSENT,P04578,71.9,P04578,71.9,P04578:71.9%,True,ACCEPTED,QID00814.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,QID00408.1,869,1,,ABSENT,P04578,74.42,P04578,74.42,P04578:74.4%,True,ACCEPTED,QID00408.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,QIC99757.1,857,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),QIC99757.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,QIC94433.1,852,1,,ABSENT,P04578,72.77,P04578,72.77,P04578:72.8%,True,ACCEPTED,QIC94433.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,QIC93831.1,858,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),QIC93831.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,QIC93331.1,857,1,,ABSENT,P04578,71.85,P04578,71.85,P04578:71.8%,True,ACCEPTED,QIC93331.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,QIC93012.1,861,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),QIC93012.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,QAB37996.1,866,2,,ABSENT,P04578,73.13,P04578,73.13,P04578:73.1%,True,ACCEPTED,QAB37996.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,QAB37601.1,853,1,,ABSENT,P04578,71.51,P04578,71.51,P04578:71.5%,True,ACCEPTED,QAB37601.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,QAB37192.1,853,1,,ABSENT,P04578,73.39,P04578,73.39,P04578:73.4%,True,ACCEPTED,QAB37192.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,QAB36253.1,862,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),QAB36253.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,QAB35720.1,841,1,,ABSENT,P04578,74.32,P04578,74.32,P04578:74.3%,True,ACCEPTED,QAB35720.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,QGV15582.1,851,1,,ABSENT,P04578,75.21,P04578,75.21,P04578:75.2%,True,ACCEPTED,QGV15582.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,QGV14965.1,842,1,,ABSENT,P04578,73.28,P04578,73.28,P04578:73.3%,True,ACCEPTED,QGV14965.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,QGV14697.1,843,1,,ABSENT,P04578,73.19,P04578,73.19,P04578:73.2%,True,ACCEPTED,QGV14697.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,QGV14480.1,847,1,,ABSENT,P04578,72.85,P04578,72.85,P04578:72.8%,True,ACCEPTED,QGV14480.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,QGV14251.1,848,1,,ABSENT,P04578,74.17,P04578,74.17,P04578:74.2%,True,ACCEPTED,QGV14251.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,QGV14045.1,848,1,,ABSENT,P04578,73.23,P04578,73.23,P04578:73.2%,True,ACCEPTED,QGV14045.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,QGV13852.1,844,1,,ABSENT,P04578,73.82,P04578,73.82,P04578:73.8%,True,ACCEPTED,QGV13852.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,QEJ75858.1,856,1,,ABSENT,P04578,72.43,P04578,72.43,P04578:72.4%,True,ACCEPTED,QEJ75858.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,AXP14231.1,855,1,,ABSENT,P04578,72.98,P04578,72.98,P04578:73.0%,True,ACCEPTED,AXP14231.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,AXP13356.1,856,1,,ABSENT,P04578,70.91,P04578,70.91,P04578:70.9%,True,ACCEPTED,AXP13356.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,AYM47111.1,857,1,,ABSENT,P04578,73.71,P04578,73.71,P04578:73.7%,True,ACCEPTED,AYM47111.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,ATW67456.1,853,1,,ABSENT,P04578,72.92,P04578,72.92,P04578:72.9%,True,ACCEPTED,ATW67456.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,ATW67223.1,864,1,,ABSENT,P04578,71.14,P04578,71.14,P04578:71.1%,True,ACCEPTED,ATW67223.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,ASR81752.1,854,1,,ABSENT,P04578,73.3,P04578,73.3,P04578:73.3%,True,ACCEPTED,ASR81752.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,AVP73563.1,853,1,,ABSENT,P04578,71.28,P04578,71.28,P04578:71.3%,True,ACCEPTED,AVP73563.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,ASM60187.1,847,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),ASM60187.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,ASM59694.1,864,1,,ABSENT,P04578,72.9,P04578,72.9,P04578:72.9%,True,ACCEPTED,ASM59694.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,ASM59229.1,861,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),ASM59229.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,AMQ63332.1,850,1,,ABSENT,P04578,71.53,P04578,71.53,P04578:71.5%,True,ACCEPTED,AMQ63332.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,AMQ63282.1,856,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),AMQ63282.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,AMQ63232.1,853,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),AMQ63232.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,AMQ63183.1,861,1,,ABSENT,P04578,71.26,P04578,71.26,P04578:71.3%,True,ACCEPTED,AMQ63183.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,AMQ63134.1,858,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),AMQ63134.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,AMQ63086.1,853,1,,ABSENT,P04578,71.28,P04578,71.28,P04578:71.3%,True,ACCEPTED,AMQ63086.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,AFU34181.1,858,1,,ABSENT,P04578,71.96,P04578,71.96,P04578:72.0%,True,ACCEPTED,AFU34181.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,AFU33719.1,851,1,,ABSENT,P04578,72.15,P04578,72.15,P04578:72.2%,True,ACCEPTED,AFU33719.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,AFU33227.1,878,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),AFU33227.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,AFU32842.1,861,1,,ABSENT,P04578,72.08,P04578,72.08,P04578:72.1%,True,ACCEPTED,AFU32842.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,AFU32421.1,866,1,,ABSENT,P04578,73.01,P04578,73.01,P04578:73.0%,True,ACCEPTED,AFU32421.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,AFU31901.1,864,1,,ABSENT,P04578,72.43,P04578,72.43,P04578:72.4%,True,ACCEPTED,AFU31901.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,AFU31404.1,872,1,,ABSENT,P04578,72.2,P04578,72.2,P04578:72.2%,True,ACCEPTED,AFU31404.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,AFU30941.1,338,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),AFU30941.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,AFU30573.1,858,1,,ABSENT,P04578,72.08,P04578,72.08,P04578:72.1%,True,ACCEPTED,AFU30573.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,AFU30194.1,863,1,,ABSENT,P04578,73.01,P04578,73.01,P04578:73.0%,True,ACCEPTED,AFU30194.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,AFU29819.1,858,1,,ABSENT,P04578,72.78,P04578,72.78,P04578:72.8%,True,ACCEPTED,AFU29819.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,AFU29443.1,850,1,,ABSENT,P04578,71.88,P04578,71.88,P04578:71.9%,True,ACCEPTED,AFU29443.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,AFU29052.1,863,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(B),AFU29052.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,AFU28687.1,291,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(291 not in 820-900),AFU28687.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,AFU28074.1,880,1,,ABSENT,P04578,72.9,P04578,72.9,P04578:72.9%,True,ACCEPTED,AFU28074.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,AFU27699.1,867,1,,ABSENT,P04578,73.25,P04578,73.25,P04578:73.2%,True,ACCEPTED,AFU27699.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,AFU27265.1,873,1,,ABSENT,P04578,71.26,P04578,71.26,P04578:71.3%,True,ACCEPTED,AFU27265.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,AFU26813.1,862,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),AFU26813.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,AFU26278.1,852,1,,ABSENT,P04578,71.36,P04578,71.36,P04578:71.4%,True,ACCEPTED,AFU26278.1 envelope glycoprotein [Human immunodeficiency virus 1]
